> Task :compileJava UP-TO-DATE
> Task :processResources NO-SOURCE
> Task :classes UP-TO-DATE

> Task :run
10 Producers and 2 Consumers to be initilized 

| Produced ->2     | Thread-2      | Store Id ->2    | Sale Amt. ->525.26526        
| Consumed ->2     | Thread-10      | Store Id ->8    | Sale Amt. ->221.86241        
| Produced ->2     | Thread-1      | Store Id ->1    | Sale Amt. ->845.54016        
| Produced ->2     | Thread-4      | Store Id ->4    | Sale Amt. ->969.8194        
| Produced ->2     | Thread-7      | Store Id ->7    | Sale Amt. ->866.4956        
| Produced ->2     | Thread-8      | Store Id ->8    | Sale Amt. ->221.86241        
| Consumed ->2     | Thread-11      | Store Id ->7    | Sale Amt. ->866.4956        
| Produced ->2     | Thread-9      | Store Id ->9    | Sale Amt. ->456.75748        
| Produced ->2     | Thread-3      | Store Id ->3    | Sale Amt. ->522.0096        
| Produced ->3     | Thread-7      | Store Id ->7    | Sale Amt. ->858.05414        
| Consumed ->3     | Thread-11      | Store Id ->4    | Sale Amt. ->969.8194        
| Produced ->4     | Thread-1      | Store Id ->1    | Sale Amt. ->146.64444        
| Consumed ->4     | Thread-10      | Store Id ->1    | Sale Amt. ->845.54016        
| Produced ->5     | Thread-2      | Store Id ->2    | Sale Amt. ->249.77759        
| Consumed ->5     | Thread-11      | Store Id ->3    | Sale Amt. ->522.0096        
| Consumed ->6     | Thread-10      | Store Id ->9    | Sale Amt. ->456.75748        
| Produced ->6     | Thread-7      | Store Id ->7    | Sale Amt. ->461.36072        
| Produced ->7     | Thread-8      | Store Id ->8    | Sale Amt. ->321.63074        
| Consumed ->7     | Thread-11      | Store Id ->2    | Sale Amt. ->525.26526        
| Consumed ->8     | Thread-10      | Store Id ->7    | Sale Amt. ->858.05414        
| Produced ->8     | Thread-2      | Store Id ->2    | Sale Amt. ->679.5774        
| Produced ->9     | Thread-8      | Store Id ->8    | Sale Amt. ->325.06686        
| Consumed ->9     | Thread-10      | Store Id ->1    | Sale Amt. ->146.64444        
| Produced ->10     | Thread-1      | Store Id ->1    | Sale Amt. ->480.83398        
| Consumed ->10     | Thread-11      | Store Id ->2    | Sale Amt. ->249.77759        
| Produced ->11     | Thread-2      | Store Id ->2    | Sale Amt. ->217.41745        
| Consumed ->11     | Thread-10      | Store Id ->7    | Sale Amt. ->461.36072        
| Produced ->12     | Thread-3      | Store Id ->3    | Sale Amt. ->642.8704        
| Produced ->13     | Thread-7      | Store Id ->7    | Sale Amt. ->682.42395        
| Consumed ->13     | Thread-10      | Store Id ->2    | Sale Amt. ->679.5774        
| Consumed ->12     | Thread-11      | Store Id ->8    | Sale Amt. ->321.63074        
| Produced ->14     | Thread-3      | Store Id ->3    | Sale Amt. ->324.25934        
| Consumed ->14     | Thread-10      | Store Id ->8    | Sale Amt. ->325.06686        
| Produced ->15     | Thread-1      | Store Id ->1    | Sale Amt. ->972.247        
| Consumed ->15     | Thread-10      | Store Id ->1    | Sale Amt. ->480.83398        
| Consumed ->16     | Thread-11      | Store Id ->2    | Sale Amt. ->217.41745        
| Produced ->16     | Thread-8      | Store Id ->8    | Sale Amt. ->611.81146        
| Produced ->17     | Thread-7      | Store Id ->7    | Sale Amt. ->758.35034        
| Consumed ->17     | Thread-11      | Store Id ->3    | Sale Amt. ->642.8704        
| Produced ->18     | Thread-1      | Store Id ->1    | Sale Amt. ->583.95874        
| Consumed ->18     | Thread-10      | Store Id ->7    | Sale Amt. ->682.42395        
| Produced ->19     | Thread-3      | Store Id ->3    | Sale Amt. ->493.00052        
| Consumed ->19     | Thread-11      | Store Id ->3    | Sale Amt. ->324.25934        
| Consumed ->20     | Thread-10      | Store Id ->1    | Sale Amt. ->972.247        
| Produced ->20     | Thread-4      | Store Id ->4    | Sale Amt. ->493.16974        
| Produced ->21     | Thread-7      | Store Id ->7    | Sale Amt. ->460.7948        
| Consumed ->21     | Thread-11      | Store Id ->8    | Sale Amt. ->611.81146        
| Produced ->22     | Thread-7      | Store Id ->7    | Sale Amt. ->886.82104        
| Consumed ->22     | Thread-11      | Store Id ->7    | Sale Amt. ->758.35034        
| Produced ->23     | Thread-3      | Store Id ->3    | Sale Amt. ->951.6947        
| Consumed ->23     | Thread-10      | Store Id ->1    | Sale Amt. ->583.95874        
| Produced ->24     | Thread-7      | Store Id ->7    | Sale Amt. ->587.8096        
| Consumed ->24     | Thread-10      | Store Id ->3    | Sale Amt. ->493.00052        
| Consumed ->25     | Thread-11      | Store Id ->4    | Sale Amt. ->493.16974        
| Produced ->25     | Thread-2      | Store Id ->2    | Sale Amt. ->352.34772        
| Consumed ->26     | Thread-10      | Store Id ->7    | Sale Amt. ->460.7948        
| Produced ->26     | Thread-7      | Store Id ->7    | Sale Amt. ->55.27417        
| Produced ->27     | Thread-8      | Store Id ->8    | Sale Amt. ->65.623055        
| Consumed ->27     | Thread-11      | Store Id ->7    | Sale Amt. ->886.82104        
| Consumed ->28     | Thread-10      | Store Id ->3    | Sale Amt. ->951.6947        
| Produced ->28     | Thread-2      | Store Id ->2    | Sale Amt. ->13.774512        
| Consumed ->29     | Thread-11      | Store Id ->7    | Sale Amt. ->587.8096        
| Produced ->29     | Thread-7      | Store Id ->7    | Sale Amt. ->300.77655        
| Produced ->30     | Thread-3      | Store Id ->3    | Sale Amt. ->245.5013        
| Consumed ->30     | Thread-10      | Store Id ->2    | Sale Amt. ->352.34772        
| Produced ->31     | Thread-7      | Store Id ->7    | Sale Amt. ->791.8619        
| Consumed ->31     | Thread-11      | Store Id ->7    | Sale Amt. ->55.27417        
| Produced ->32     | Thread-4      | Store Id ->4    | Sale Amt. ->117.1621        
| Consumed ->32     | Thread-10      | Store Id ->8    | Sale Amt. ->65.623055        
| Consumed ->33     | Thread-10      | Store Id ->2    | Sale Amt. ->13.774512        
| Produced ->33     | Thread-7      | Store Id ->7    | Sale Amt. ->730.6689        
| Produced ->34     | Thread-4      | Store Id ->4    | Sale Amt. ->168.4339        
| Consumed ->34     | Thread-11      | Store Id ->7    | Sale Amt. ->300.77655        
| Produced ->35     | Thread-2      | Store Id ->2    | Sale Amt. ->705.7136        
| Consumed ->35     | Thread-10      | Store Id ->3    | Sale Amt. ->245.5013        
| Consumed ->36     | Thread-10      | Store Id ->7    | Sale Amt. ->791.8619        
| Produced ->36     | Thread-4      | Store Id ->4    | Sale Amt. ->311.89655        
| Produced ->37     | Thread-2      | Store Id ->2    | Sale Amt. ->814.32043        
| Consumed ->38     | Thread-10      | Store Id ->7    | Sale Amt. ->730.6689        
| Consumed ->38     | Thread-11      | Store Id ->4    | Sale Amt. ->117.1621        
| Produced ->38     | Thread-7      | Store Id ->7    | Sale Amt. ->742.4377        
| Consumed ->39     | Thread-11      | Store Id ->4    | Sale Amt. ->168.4339        
| Produced ->39     | Thread-8      | Store Id ->8    | Sale Amt. ->722.0008        
| Produced ->40     | Thread-4      | Store Id ->4    | Sale Amt. ->639.73816        
| Consumed ->40     | Thread-10      | Store Id ->2    | Sale Amt. ->705.7136        
| Consumed ->41     | Thread-11      | Store Id ->4    | Sale Amt. ->311.89655        
| Produced ->41     | Thread-0      | Store Id ->0    | Sale Amt. ->235.79283        
| Produced ->42     | Thread-8      | Store Id ->8    | Sale Amt. ->820.5674        
| Consumed ->42     | Thread-10      | Store Id ->2    | Sale Amt. ->814.32043        
| Consumed ->43     | Thread-11      | Store Id ->7    | Sale Amt. ->742.4377        
| Produced ->43     | Thread-8      | Store Id ->8    | Sale Amt. ->730.202        
| Consumed ->44     | Thread-10      | Store Id ->8    | Sale Amt. ->722.0008        
| Produced ->44     | Thread-0      | Store Id ->0    | Sale Amt. ->35.889008        
| Consumed ->45     | Thread-11      | Store Id ->4    | Sale Amt. ->639.73816        
| Produced ->45     | Thread-8      | Store Id ->8    | Sale Amt. ->321.15244        
| Produced ->46     | Thread-0      | Store Id ->0    | Sale Amt. ->357.5982        
| Consumed ->46     | Thread-10      | Store Id ->0    | Sale Amt. ->235.79283        
| Produced ->47     | Thread-8      | Store Id ->8    | Sale Amt. ->530.10144        
| Consumed ->47     | Thread-10      | Store Id ->8    | Sale Amt. ->820.5674        
| Produced ->48     | Thread-7      | Store Id ->7    | Sale Amt. ->255.50757        
| Consumed ->48     | Thread-11      | Store Id ->8    | Sale Amt. ->730.202        
| Produced ->49     | Thread-5      | Store Id ->5    | Sale Amt. ->530.4159        
| Consumed ->49     | Thread-10      | Store Id ->0    | Sale Amt. ->35.889008        
| Produced ->50     | Thread-5      | Store Id ->5    | Sale Amt. ->405.50867        
| Consumed ->50     | Thread-10      | Store Id ->8    | Sale Amt. ->321.15244        
| Produced ->51     | Thread-4      | Store Id ->4    | Sale Amt. ->198.58186        
| Consumed ->51     | Thread-11      | Store Id ->0    | Sale Amt. ->357.5982        
| Produced ->52     | Thread-8      | Store Id ->8    | Sale Amt. ->541.8041        
| Consumed ->52     | Thread-11      | Store Id ->8    | Sale Amt. ->530.10144        
| Consumed ->53     | Thread-10      | Store Id ->7    | Sale Amt. ->255.50757        
| Produced ->53     | Thread-4      | Store Id ->4    | Sale Amt. ->772.85        
| Produced ->54     | Thread-2      | Store Id ->2    | Sale Amt. ->400.29782        
| Consumed ->54     | Thread-11      | Store Id ->5    | Sale Amt. ->530.4159        
| Consumed ->55     | Thread-10      | Store Id ->5    | Sale Amt. ->405.50867        
| Produced ->55     | Thread-7      | Store Id ->7    | Sale Amt. ->755.2224        
| Produced ->56     | Thread-8      | Store Id ->8    | Sale Amt. ->479.575        
| Consumed ->56     | Thread-11      | Store Id ->4    | Sale Amt. ->198.58186        
| Produced ->57     | Thread-7      | Store Id ->7    | Sale Amt. ->918.11053        
| Consumed ->57     | Thread-10      | Store Id ->8    | Sale Amt. ->541.8041        
| Consumed ->58     | Thread-11      | Store Id ->4    | Sale Amt. ->772.85        
| Produced ->58     | Thread-4      | Store Id ->4    | Sale Amt. ->637.22534        
| Consumed ->60     | Thread-10      | Store Id ->7    | Sale Amt. ->755.2224        
| Produced ->60     | Thread-4      | Store Id ->4    | Sale Amt. ->959.9899        
| Produced ->60     | Thread-8      | Store Id ->8    | Sale Amt. ->400.05692        
| Consumed ->60     | Thread-11      | Store Id ->2    | Sale Amt. ->400.29782        
| Consumed ->61     | Thread-11      | Store Id ->8    | Sale Amt. ->479.575        
| Produced ->61     | Thread-8      | Store Id ->8    | Sale Amt. ->644.4899        
| Produced ->62     | Thread-7      | Store Id ->7    | Sale Amt. ->377.3046        
| Consumed ->62     | Thread-11      | Store Id ->7    | Sale Amt. ->918.11053        
| Produced ->63     | Thread-1      | Store Id ->1    | Sale Amt. ->787.50653        
| Consumed ->63     | Thread-10      | Store Id ->4    | Sale Amt. ->637.22534        
| Consumed ->64     | Thread-11      | Store Id ->8    | Sale Amt. ->400.05692        
| Produced ->64     | Thread-8      | Store Id ->8    | Sale Amt. ->148.18753        
| Consumed ->65     | Thread-10      | Store Id ->4    | Sale Amt. ->959.9899        
| Produced ->65     | Thread-9      | Store Id ->9    | Sale Amt. ->725.5694        
| Consumed ->66     | Thread-10      | Store Id ->8    | Sale Amt. ->644.4899        
| Produced ->66     | Thread-9      | Store Id ->9    | Sale Amt. ->232.63802        
| Consumed ->67     | Thread-11      | Store Id ->7    | Sale Amt. ->377.3046        
| Produced ->67     | Thread-7      | Store Id ->7    | Sale Amt. ->975.5431        
| Consumed ->68     | Thread-10      | Store Id ->1    | Sale Amt. ->787.50653        
| Produced ->68     | Thread-8      | Store Id ->8    | Sale Amt. ->466.48428        
| Consumed ->69     | Thread-11      | Store Id ->8    | Sale Amt. ->148.18753        
| Produced ->69     | Thread-5      | Store Id ->5    | Sale Amt. ->134.86691        
| Consumed ->70     | Thread-10      | Store Id ->9    | Sale Amt. ->725.5694        
| Produced ->70     | Thread-7      | Store Id ->7    | Sale Amt. ->443.5074        
| Produced ->71     | Thread-8      | Store Id ->8    | Sale Amt. ->750.55505        
| Consumed ->71     | Thread-10      | Store Id ->9    | Sale Amt. ->232.63802        
| Produced ->72     | Thread-8      | Store Id ->8    | Sale Amt. ->403.77142        
